# Created on: 4/10/2024 at 11:12:56 AM (PDT) | Created by: chris@omiq.ai | Dataset: Autogating from LLC example (Luma integration output) | Workflow: Autogating Demo Workflow Template (v1) - luma integration output | URL: https://demos.omiq.ai/workflows/workflow/253084698287980/analysis/exportstats?taskId=9&parentId=4&taskType=ExportStatsTask,,,,,,,,,,,,
file,value,measure,filter,ftr (prim),ftr (sec),$CYTSN,$DATE,$OP,$PROJ,GROUPNAME,TUBENAME,USERSETTINGNAME
file01.fcs,76615,median,V500+ APC-H7-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,80953,median,V500- APC-H7+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,76198,median,V500- APC-H7-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74791,median,V500-APC-H7+ OR V500+APC-H7+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,82091,median,APC+ PE-Cy7+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,76621,median,APC+ PE-Cy7-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74849,median,APC- PE-Cy7+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74506,median,APC- PE-Cy7-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,76909,median,FITC+ APC+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74519,median,FITC+ APC-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,76869,median,FITC- APC+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74884,median,FITC- APC-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,77379,median,PE+ APC+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74517,median,PE+ APC-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,76847,median,PE- APC+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74557,median,PE- APC-,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,74781,median,V450+,FSC-W,FSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,93923,median,Unfiltered,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,93542,median,Margins,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,130319,median,FSC_singlets,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,131145,median,Leukocytes,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,95143,median,Lymphocytes,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,87042,median,V500+ APC-H7+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,96141,median,V500+ APC-H7-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,123134,median,V500- APC-H7+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,97096,median,V500- APC-H7-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,87058,median,V500-APC-H7+ OR V500+APC-H7+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,126560,median,APC+ PE-Cy7+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,94348,median,APC+ PE-Cy7-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,89489,median,APC- PE-Cy7+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,85788,median,APC- PE-Cy7-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,97007,median,FITC+ APC+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,86057,median,FITC+ APC-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,94284,median,FITC- APC+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,86444,median,FITC- APC-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,95423,median,PE+ APC+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,86878,median,PE+ APC-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,95043,median,PE- APC+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,85967,median,PE- APC-,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,86998,median,V450+,FSC-H,FSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,35210,median,Unfiltered,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,32747,median,Margins,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,128921,median,FSC_singlets,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,131168,median,Leukocytes,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,17258,median,Lymphocytes,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,16024,median,V500+ APC-H7+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,18766,median,V500+ APC-H7-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,25166,median,V500- APC-H7+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,17581,median,V500- APC-H7-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,16037,median,V500-APC-H7+ OR V500+APC-H7+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,25250,median,APC+ PE-Cy7+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,19536,median,APC+ PE-Cy7-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,16324,median,APC- PE-Cy7+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,15340,median,APC- PE-Cy7-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,19618,median,FITC+ APC+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,15377,median,FITC+ APC-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,20028,median,FITC- APC+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,16171,median,FITC- APC-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,20139,median,PE+ APC+,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
file01.fcs,15506,median,PE+ APC-,SSC-A,SSC-A,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_1,Q2 Assay Settings
